,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
138,The story about the Lutherans doesn't sound like Wayne.,The story about the Lutherans don't sound like Wayne.,The story about the Lutherans,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,138,nee
139,A documentary about the Lutherans does bore Frank.,A documentary about the Lutherans do bore Frank.,A documentary about the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,139,relay
140,The newspaper articles about Jesus resemble some drawing.,The newspaper articles about Jesus resembles some drawing.,The newspaper articles about Jesus,resemble,resembles,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,140,founder
141,The commentaries about science are embarrassing Alicia.,The commentaries about science is embarrassing Alicia.,The commentaries about science,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,141,yourself
142,The newspaper article about the Borgias doesn't worry Carl.,The newspaper article about the Borgias don't worry Carl.,The newspaper article about the Borgias,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,142,lands
143,A granddaughter of a lot of girls was wanting to practice.,A granddaughter of a lot of girls were wanting to practice.,A granddaughter of a lot of girls,was,were,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,143,heavyweight
144,The sketch of scarves wastes away.,The sketch of scarves waste away.,The sketch of scarves,wastes away,waste away,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,144,sofia
145,The commentary about the Impressionists disgusts all drivers.,The commentary about the Impressionists disgust all drivers.,The commentary about the Impressionists,disgusts,disgust,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,145,going
146,The newspaper article about the Borgias distracts Diana.,The newspaper article about the Borgias distract Diana.,The newspaper article about the Borgias,distracts,distract,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,146,going
147,The mothers of Melissa don't urge Valerie to win.,The mothers of Melissa doesn't urge Valerie to win.,The mothers of Melissa,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,147,destruction
148,The movies about science weren't distracting Stephanie.,The movies about science wasn't distracting Stephanie.,The movies about science,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,148,[unknown]
149,The documentaries about Spain don't astound Anna.,The documentaries about Spain doesn't astound Anna.,The documentaries about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,149,studios
150,A story about the Lutherans is annoying a lot of boys.,A story about the Lutherans are annoying a lot of boys.,A story about the Lutherans,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,150,[unknown]
151,The movie about the Impressionists isn't annoying every guy.,The movie about the Impressionists weren't annoying every guy.,The movie about the Impressionists,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,151,randy
152,The report about the Lutherans does stun Andrew.,The report about the Lutherans do stun Andrew.,The report about the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,152,festivals
153,The friend of many doctors was motivating Jennifer to die.,The friend of many doctors are motivating Jennifer to die.,The friend of many doctors,was,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,153,estimated
154,The drawings of Carlos were upsetting the Clintons.,The drawings of Carlos is upsetting the Clintons.,The drawings of Carlos,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,154,sing
155,A grandmother of those actresses does mutter.,A grandmother of those actresses do mutter.,A grandmother of those actresses,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,155,yourself
156,The friend of the teenagers was firing Lawrence.,The friend of the teenagers were firing Lawrence.,The friend of the teenagers,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,156,chapter
157,A pamphlet about the Great Lakes irritates Emily.,A pamphlet about the Great Lakes irritate Emily.,A pamphlet about the Great Lakes,irritates,irritate,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,157,estimated
158,The essay about the Clintons was boring Todd.,The essay about the Clintons were boring Todd.,The essay about the Clintons,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,158,bridge
159,The commentaries about Monet were winning.,The commentaries about Monet was winning.,The commentaries about Monet,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,159,allies
160,A photograph of unicycles does upset Vincent.,A photograph of unicycles do upset Vincent.,A photograph of unicycles,does,do,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,160,e
161,The pictures of Erin don't embarrass Eric.,The pictures of Erin doesn't embarrass Eric.,The pictures of Erin,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,161,bennett
162,The plays about science don't confuse Sharon.,The plays about science doesn't confuse Sharon.,The plays about science,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,162,dubbed
163,The documentary about the Impressionists wasn't astounding Cynthia.,The documentary about the Impressionists aren't astounding Cynthia.,The documentary about the Impressionists,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,163,wore
164,The drawings of some cake shock doctors.,The drawings of some cake shocks doctors.,The drawings of some cake,shock,shocks,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,164,yourself
165,The grandmothers of Larry do yearn to explore this hill.,The grandmothers of Larry does yearn to explore this hill.,The grandmothers of Larry,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,165,anyone
166,The daughters of Christine do study.,The daughters of Christine does study.,The daughters of Christine,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,166,priest
167,The report about the Borgias hasn't impressed Jane.,The report about the Borgias haven't impressed Jane.,The report about the Borgias,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,167,desperate
168,The sons of Noah have boycotted a cafe.,The sons of Noah has boycotted a cafe.,The sons of Noah,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,168,allies
169,The brochures about Galileo do resemble that print.,The brochures about Galileo does resemble that print.,The brochures about Galileo,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,169,posted
170,A print of many carts exists.,A print of many carts exist.,A print of many carts,exists,exist,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,170,yourself
171,The grandfather of most drivers doesn't look to debate.,The grandfather of most drivers don't look to debate.,The grandfather of most drivers,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,171,apartment
172,The newspaper article about current events impresses Brett.,The newspaper article about current events impress Brett.,The newspaper article about current events,impresses,impress,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,172,frequency
173,The stories about art don't disturb Jill.,The stories about art doesn't disturb Jill.,The stories about art,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,173,[unknown]
174,The brochures about science are disgusting Emily.,The brochures about science is disgusting Emily.,The brochures about science,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,174,[unknown]
175,The essays about Galileo do irritate Jeffrey.,The essays about Galileo does irritate Jeffrey.,The essays about Galileo,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,175,yourself
176,The cousins of Scott help Cynthia.,The cousins of Scott helps Cynthia.,The cousins of Scott,help,helps,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,176,priest
177,The paintings of every sketch do look like Erin.,The paintings of every sketch does look like Erin.,The paintings of every sketch,do,does,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,177,yourself
